X,y
6.975343956039635,27.804714987916412
0.9529066479807069,11.543182710503556
4.435359066179581,18.65369591431273
13.576299929575937,45.59911516437647
1.8185914032554074,14.901426005666448
14.844711660956222,48.04421268558397
12.95157420082756,40.61356840825642
18.10397627894725,55.9345772516025
16.226429347468102,49.08992666179876
13.011579395060346,46.9253565175689
15.082534368213787,47.53642505418432
12.77579603434971,43.60594589359714
6.018517726765678,23.04755099716122
15.796578704240126,49.38398766126155
1.8873437810682692,12.776403735503916
10.737600308729034,35.392901587729284
16.611759544958844,50.34447377982167
8.990516667462717,34.479728697419276
15.77298474896645,48.05062171083733
0.2834925777427366,10.441302829099676
7.5968250717118995,26.396883794381626
19.30400209095894,59.72069279925244
16.144797183073823,53.131572195689465
8.188488675693936,30.92993228949709
16.040967765583595,52.65551347827249
0.8742603395127091,12.414627555016105
5.808968138765305,21.605767081130168
17.648306203285124,57.663358847180085
13.82843551679953,44.40506788080404
5.606240510844016,23.994779301668085
13.659918229089696,40.75928984630802
9.519960328162895,33.98510406276826
14.367558236563715,46.124276934079944
1.6263695882983753,13.201396222436466
11.939837830450182,43.18048975966547
2.3707638193193215,16.15463422001446
16.795786002567784,49.96508358027784
1.1561500424649784,14.543351064443902
10.75286212846011,36.053750671741255
6.516162047310714,27.47967556874887
15.839544403645611,52.155607975806866
4.774724289602695,24.119623964289897
4.925739393544532,20.15860914723447
5.170212850514697,24.4127624871329
7.480395401980042,31.408029999967543
2.462461494067445,15.974874929856465
12.981722433690114,47.423129595752066
14.622966820326123,49.41056776519988
2.837759459203122,15.322270655384768
4.0388833720638235,19.81736187280352
16.331280871576134,51.19513957697016
16.438721715827686,55.087009847853096
1.538131561203555,11.21705917589488
18.713462870999425,56.88672901231566
0.22136543160677036,13.705061488488449
9.288442184662266,31.564015695657766
18.412393587555517,56.704091022401386
9.424879585223575,35.63056563506184
19.57149258856171,56.81578874974743
12.729873599196189,45.19988428623982
3.192206100311319,16.056234021700696
11.742272007827877,38.2071480818463
11.33437340394689,36.95179540595099
5.518543526800686,24.02885871297667
14.249306233541413,46.169389632369054
12.164795812946348,34.5419505831527
12.9383042891393,40.46059039783802
15.016598382810173,48.8598295550719
17.86080225184936,51.1303153874558
4.049417693327236,18.497086992331678
4.452335111058707,21.307675480356338
12.560606784888769,40.00757211430771
6.1981279048963,26.035688851418485
5.64429151250609,25.632913309943934
16.135897679654047,47.771764673937675
13.572576412165581,41.881249931714734
7.706234050145384,27.872496945771008
16.34329214900125,54.958690006536884
11.709742862399777,35.56601909802936
13.775392589731474,45.59056349600901
2.1365927334401724,15.451454656083623
5.607507661937989,22.25040848108399
5.907022769988563,25.606470948549674
8.489227929081565,31.275797865182568
12.408781615432066,43.46664949850467
10.48004736695676,38.00572530915443
0.80640247897523,7.675906625207862
10.566121591185262,36.629094331451334
18.37540899794064,54.761846234426656
8.795671766773243,35.66960054751877
17.299086511371925,50.396371697606995
9.404842961009374,38.312535450192826
6.775878942930014,29.952877904440456
9.31255446549822,28.973923403246314
8.380154658771975,32.94815123949826
6.362080089505464,26.54735466205089
17.75740743884578,56.08594270808181
0.768027137688283,11.682794595909693
13.103243412055772,45.15988205466554
10.803704057990611,38.18209452282147
