feature,target
0.9261775475316414,2.5235244431675508
1.9094166404701305,5.593312453763706
-1.3985675738191412,-4.685084579348577
0.5629692366905709,1.4667610800336566
-0.6506425691218269,-1.7632774608430548
-0.487125383764696,-1.0828818429714122
-0.5923939242388692,-2.23826443480542
-0.863990769679816,-2.157169348986618
0.0485216279448269,0.8233838132369564
-0.8309501164110378,-2.286132897621263
0.2704568257798388,1.7497683836185494
-0.0502381094491369,-0.5376089278991973
-0.2389480468664097,-1.3391714922549376
-0.907563662041598,-3.6120511105769326
-0.5767713305683327,-0.9822918359604068
0.755391225825756,2.593356505654297
0.5009171876243808,1.4749592274179146
-0.977555244798551,-2.792681421235743
0.0993323054292258,-0.2647476073615106
0.751387123371789,3.4770373599237803
-1.6694052811213718,-4.943605252376502
0.543360192379935,1.6847779744422515
-0.6626237589458467,-1.6249879648881942
0.5705986685931593,1.9523006216478345
-0.7632591565425169,-2.177835457487985
-1.804882100664519,-5.809883529716212
-1.6275424378831629,-4.64689313508149
0.0480849466613819,1.0852670882216628
0.2597225017214818,1.4518775282419345
-0.9043166251044086,-1.916356561993527
0.6385924587773739,1.6601695381165291
-1.66152006226896,-5.47936259693617
-0.0660797986473165,-0.2611328559917738
-1.211016199762457,-3.6051861431430225
-0.6518361078021592,-1.4084125641710037
0.047398671316414,-0.7040363009081676
-0.8604133652839524,-1.8164649361215504
-0.3845555442298253,-1.2326705819789707
1.0062928092144403,2.8054378926696115
-0.5768918695231487,-2.23672779619953
0.8356921120651418,1.679648000262541
-1.129706854657618,-2.977535271991897
0.5298041779152828,1.6260715173400502
1.4415686206579004,3.679725412103174
-2.4716445001272893,-8.062472886413676
-0.7968952554704768,-2.5585781160564944
0.57707212718054,2.5657271441863165
-0.2030453860429927,-0.7389318338107804
0.3711458733713088,0.3618661435548733
-0.6039851867158206,-1.9348270921904336
0.0865897874728999,0.1234075775448645
-0.1556772353920794,-1.8154750276470244
1.1677820616598074,3.476198751720516
0.2544208433012131,0.6477952647993003
0.3376026620752022,1.3609111686323156
-0.4118769661224674,-0.3111528508947296
-0.4876062240724935,-0.899536157443602
-0.4325581878196209,-1.432118908736278
0.3944521423782968,0.6300934727640553
-0.4209844808202629,0.0237264591641412
0.2897748568964129,0.8989337876964829
2.075400798645439,6.23316704189279
0.8711247034316923,2.6013115667400752
-0.3260235321678411,-0.879028216119596
1.2012139221639448,3.531461560529863
-0.4080753730215514,-1.5110571225047722
-2.038124535177854,-6.387803076153758
-1.008086310917404,-3.0406355678602113
-1.8707919210258557,-5.88408814864445
-0.3515134840413086,-1.4109633434625084
0.0184183791895517,0.1084702514146035
1.6764373122752827,4.90182332811542
0.3269273737641626,1.732778615583832
-0.2191005288088642,-1.9827864906230988
0.8294055811834892,3.033970169511698
-2.211135309007885,-6.010363330774841
0.2356145581085659,-0.3298514418783769
0.7708651938869668,2.141251784620726
-1.4785862457798415,-4.6214791703374205
1.143754043206929,2.7275062822618765
0.3384964074944141,0.6265808786878047
-0.4152879139008013,-1.8011516644353185
0.6327818661062848,2.7744808200306657
2.270692857804396,7.279917769986918
0.1818662550584951,1.181376312672565
0.248220586300336,1.1054977909226258
-0.4593608995402441,-1.942608584229347
-0.8498443694647918,-2.8117932415342626
0.8303358165442456,2.735694730246696
-0.8560838259088672,-3.1793153821725744
0.0715662372193924,0.5711979267443714
-0.4776574467651167,-1.5531350393744177
0.4789798257463918,1.2495290734643767
0.3336621052869483,1.3564662999625905
1.0375399442578992,3.3347514885167175
